鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２８１巷３０號七樓之２,46.33,住,,,1120428,土地1建物2車位2,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980826,254.32,4,2,2,有,有,51680000,206695,坡道平面,28.48,5000000,,RPSNMLOKOHIGFCA77DA,110.87,10.9,11.52,有,
大安區,房地(土地+建物),臺北市大安區四維路１２６之１號,36.75,都市：其他:第三種住宅區。,,,1120425,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0560417,80.06,3,1,1,有,無,20680000,258306,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKOHIGFFA97EA,80.06,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區敦化北路１４５巷２３弄５號二樓之１,15.75,住,,,1120421,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1100315,68.28,1,1,1,有,有,28510000,417545,,0.0,0,,RPOOMLRLLHIGFDA77EA,33.12,0.0,3.31,有,
文山區,房地(土地+建物),臺北市文山區和平東路四段８８巷２８號二樓,56.41,都市：其他:第參類住宅用地(萬芳社區特定專用區)。,,,1120428,土地1建物1車位0,二層，夾層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770610,124.79,4,3,2,有,無,16950000,135828,,0.0,0,陽台外推；夾層；其他增建；,RPTNMLRJOHIGFAA87DA,105.55,0.0,9.15,無,
大同區,房地(土地+建物),臺北市大同區敦煌路８８巷１０號五樓之１,12.15,住,,,1120422,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0981102,82.6,2,2,1,有,有,20000000,242131,,0.0,0,,RPPNMLTKNHIGFBA77DA,51.16,2.81,4.81,有,
內湖區,房地(土地+建物),臺北市內湖區民權東路六段９０巷１５弄１３號二樓,33.75,住,,,1120430,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730127,102.53999999999999,2,2,2,有,無,16600000,161888,,0.0,0,陽台外推；,RPRNMLPKOHIGFCA87EA,77.57,0.0,17.79,無,
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段１０９巷２號七樓之６,10.23,住,,,1120429,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),其他,鋼骨造,1110718,131.23,2,1,1,有,有,34000000,314693,坡道平面,34.31,3500000,,RPPOMLOLNHIGFBA47DA,55.1,1.83,7.81,有,2165
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段６６之８號三樓,34.99,住,,,1120408,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880204,131.05,3,2,2,有,無,22580000,183504,升降機械,17.81,1800000,其他增建；,RPSNMLOKOHIGFAA57DA,78.74,0.0,9.52,有,
大安區,房地(土地+建物),臺北市大安區金華街１９９巷１弄３之１號,40.5,住,,,1120422,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0540305,102.37,3,2,1,有,無,25000000,244212,,0.0,0,陽台外推；其他增建；,RPPOMLQLNHIGFFA08DA,89.18,0.0,13.19,無,
內湖區,房地(土地+建物),臺北市內湖區星雲街１６８巷３５號四樓之１,5.72,住,,,1120422,土地1建物1車位0,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,31.57,1,2,1,有,有,7550000,239151,,0.0,0,,RPOOMLPKOHIGFCA57DA,18.69,1.33,2.22,有,2166
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１９４巷３號五樓之３,23.03,住,,,1120410,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1110315,128.01,1,2,2,有,有,35600000,367543,升降平面,36.32,1900000,,RPWNMLPKOHIGFCA28DA,50.84,4.86,4.14,有,
中山區,房地(土地+建物),臺北市中山區錦州街３８６號,87.0,住,,,1120407,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0571205,108.16,0,0,0,無,無,40000000,369822,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKOHIGFCA67EA,108.16,0.0,0.0,無,
中正區,房地(土地+建物),臺北市中正區和平西路一段５５巷１９號二樓,26.8,住,,,1120404,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740225,98.99,3,2,2,有,無,23760000,240024,,0.0,0,其他增建；,RPQQMLLLRHHGFAA77EA,85.12,0.0,9.04,無,2167
大安區,房地(土地+建物),臺北市大安區信義路三段１５６號二樓之１,3.39,商,,,1120429,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0970903,39.84,0,0,0,無,有,12600000,316265,,0.0,0,陽台外推；,RPVOMLQKOHIGFFA68DA,19.71,0.69,4.4,有,
中山區,房地(土地+建物),臺北市中山區長安東路二段８１號十一樓之４,6.86,商,,,1120428,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720719,76.53,0,0,0,無,有,15000000,196002,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMKOHIGFCA37DA,54.14,0.0,5.1,有,2168
萬華區,房地(土地+建物),臺北市萬華區峨眉街５號六樓之６,9.17,商,,,1120425,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0761105,51.9,0,1,1,有,有,9650000,185934,,0.0,0,,RPPNMLQKNHIGFBA47DA,33.3,0.0,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段１８９巷１４１弄１０號四樓,36.9,住,,,1120422,土地2建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840612,138.67,3,2,2,有,有,25000000,180284,,0.0,0,其他增建；,RPXQMLPLNHIGFCA68DA,89.5,0.0,11.3,有,
南港區,房地(土地+建物)+車位,臺北市南港區忠孝東路六段２１號十一樓之７,48.38,商,,,1120421,土地1建物1車位3,十一層,十七層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土造；鋼骨造,0931216,502.13,0,0,0,無,有,89000000,177245,坡道平面,0.0,6600000,,RPWOMLOKOHIGFDA38DA,225.75,0.0,0.0,有,2169
中山區,房地(土地+建物),臺北市中山區林森北路１０７巷８１號七樓之３,7.53,商,,,1120422,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751009,40.95,1,1,1,有,有,7600000,185592,,0.0,0,陽台外推；,RPQNMLQKOHIGFCA77DA,26.75,0.0,3.86,有,2170
中山區,房地(土地+建物),臺北市中山區德惠街５２號六樓之１５,2.71,商,,,1120427,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710227,29.55,0,0,0,無,有,5200000,175973,,0.0,0,,RPWNMLTKNHIGFCA58DA,21.79,0.0,3.58,有,2171
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路二段１３５號,8.41,商,,,1120429,土地2建物1車位1,一層，騎樓,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0870814,91.57,1,0,1,有,有,14500000,158349,坡道平面,0.0,2500000,車位面積無法拆算夾層；其他增建；,RPRNMLSJOHIGFBA87DA,39.16,0.0,0.0,有,
文山區,土地,老泉段一小段564-13地號,425.12,農,,,1120412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,23000000,54102,,0.0,0,含地政士服務費；其他；,RPPNMLQKOHIGFAA47DA,0.0,0.0,0.0,無,
南港區,房地(土地+建物),臺北市南港區研究院路二段１７５巷１號四樓,28.67,住,,,1120406,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0640821,81.2,3,2,1,有,無,8000000,98522,,0.0,0,鐵窗增建陽台外推；其他增建；,RPXNMLPKNHIGFDA38DA,81.2,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區瑞安街１１１號四樓,18.88,住,,,1120420,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,0670331,109.02,3,2,2,有,無,31680000,290589,,0.0,0,,RPPNMLKKNHIGFFA27DA,86.67,0.0,22.35,有,
內湖區,房地(土地+建物),臺北市內湖區星雲街３０號四樓,27.49,住,,,1120420,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730406,100.41,3,2,2,有,無,14500000,144408,,0.0,0,,RPTNMLTJOHIGFCA38EA,89.5,0.0,10.91,無,
北投區,房地(土地+建物),臺北市北投區天母北路１０５巷１５弄１號地下一層,12.91,住,,,1120429,土地1建物1車位0,地下一層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840629,43.980000000000004,2,1,1,有,有,8980000,204184,,0.0,0,夾層；其他增建；,RPWNMLPJOHIGFEA38DA,27.77,0.0,0.0,有,2172
南港區,房地(土地+建物)+車位,臺北市南港區松河街７７０號七樓之１,33.05,住,,,1120424,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981207,139.39999999999998,3,2,2,有,有,29080000,208608,坡道平面,18.19,0,陽台外推；其他增建；,RPOOMLMKNHIGFDA27DA,61.35,6.65,7.35,有,2173
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段４５６號七樓之１,48.16,商,,,1120410,土地4建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900117,246.95999999999998,3,2,2,有,有,60800000,246194,坡道平面,0.0,0,,RPOPMLPKOHIGFCA67DA,145.51,0.0,12.18,有,2174
中山區,房地(土地+建物),臺北市中山區新生北路二段３１之１號八樓之２,7.11,住,,,1120413,土地11建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0661105,71.76,3,2,1,有,有,17000000,236901,,0.0,0,,RPQNMLRLMHIGFCA77DA,63.24,0.0,0.0,有,2175
中山區,房地(土地+建物)+車位,臺北市中山區農安街３３號三樓之１,5.74,商,,,1120414,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1110826,76.18,0,0,1,有,有,15580000,264441,其他,24.07,1800000,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQKOHIGFCA08EA,30.17,0.0,3.01,有,
中山區,房地(土地+建物),臺北市中山區民族東路４１０巷２３弄１號二樓,36.0,商,,,1120430,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650303,104.71,1,2,2,有,無,16800000,160443,,0.0,0,陽台外推；,RPQNMLNKNHIGFCA37DA,90.74,0.0,13.97,無,
中正區,房地(土地+建物),臺北市中正區中華路一段２５號八樓之７,3.55,商,,,1120422,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720815,41.230000000000004,1,0,1,有,有,8300000,201310,,0.0,0,,RPRNMLQKOHIGFBA77DA,25.33,0.0,1.68,有,
萬華區,土地,福星段四小段199地號,121.0,商,,,1120418,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,70000000,578512,,0.0,0,依土地法34條之一規定辦理,RPSOMLTKNHIGFBA18DA,0.0,0.0,0.0,無,
南港區,房地(土地+建物)+車位,臺北市南港區中坡南路４９巷７號十一樓,39.19,住,,,1120416,土地1建物1車位1,十一層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841115,178.71,3,2,2,有,有,42280000,287117,坡道平面,40.15,2500000,陽台外推；,RPVNMLMJOHIGFDA87DA,146.83,1.74,12.48,有,2176
中正區,房地(土地+建物),臺北市中正區南昌路一段９５號八樓,10.36,商,,,1120404,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690829,93.31,1,2,1,有,有,26080000,279498,,0.0,0,陽台外推；,RPTNMLOKOHIGFAA67DA,76.81,0.0,4.81,有,
北投區,房地(土地+建物),臺北市北投區行義路１４２之１４號三樓,12.75,都市：其他:第二種住宅區。,,,1120429,土地2建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701120,84.27000000000001,2,2,1,有,有,10170000,120684,,0.0,0,,RPQOMLQKOHIGFEA08DA,54.99,0.0,11.41,有,2177
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街１３５號三樓之１,26.59,住,,,1120414,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931222,199.86,2,2,2,有,有,51000000,279153,坡道平面,26.12,2500000,,RPWNMLRKOHIGFCA58EA,105.87,5.54,10.63,有,
士林區,房地(土地+建物),臺北市士林區天母東路２２巷２１之１０號,9.92,商,,,1120408,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670203,91.29,0,2,2,有,有,20680000,226531,,0.0,0,,RPSNMLSKNHIGFEA28DA,72.88,9.99,0.0,有,
士林區,房地(土地+建物),臺北市士林區士東路１２０巷２２弄１１號二樓,18.84,住,,,1120404,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731212,123.74,3,2,2,有,無,23200000,187490,,0.0,0,陽台外推；其他增建；,RPQNMLQLNHIGFEA97DA,98.89,0.0,14.71,無,2178
大安區,房地(土地+建物),臺北市大安區仁愛路四段２６６巷１５弄４號六樓,24.31,住,,,1120415,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690917,130.41,3,2,2,有,有,38180000,292769,,0.0,0,陽台外推；其他增建；,RPTNMLTJOHIGFFA58DA,105.29,0.0,21.51,有,2179
中山區,房地(土地+建物)+車位,臺北市中山區堤頂大道二段５００號六樓之３,27.05,都市：其他:娛樂區(供娛樂健身使用不得作住宅使用)。,,,1120417,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0991201,148.51999999999998,2,2,1,有,有,35250000,237342,坡道平面,0.0,0,其他增建；,RPRPMLPLNHIGFCA97DA,62.84,4.41,6.06,有,2180
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段１１０號十五樓,20.07,商,,,1120426,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1091111,263.52,4,2,3,有,有,67770000,281347,坡道平面,32.24,2700000,,RPOOMLOLNHIGFBA37DA,135.1,9.11,17.89,有,
文山區,房地(土地+建物),臺北市文山區仙岩路２２巷４號三樓之４,22.39,住,,,1120405,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840724,78.18,2,2,1,有,有,15700000,200819,,0.0,0,陽台外推；夾層；其他增建；,RPSNMLPLNHIGFAA67DA,52.08,1.28,7.88,有,2181
士林區,房地(土地+建物),臺北市士林區格致路２０巷１號三樓之５,5.3,商,,,1120423,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0901004,23.58,1,1,1,有,有,3700000,156913,,0.0,0,含租約；,RPQNMLTKOHIGFEA38EA,13.51,0.0,2.27,有,2182
士林區,房地(土地+建物),臺北市士林區中山北路五段８１１巷３１弄４號三樓,32.75,住,,,1120401,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661231,97.92,3,2,2,有,無,20500000,209355,,0.0,0,陽台外推；其他增建；,RPUNMLTLNHIGFEA68DA,81.72,0.0,16.2,無,
松山區,房地(土地+建物)+車位,臺北市松山區光復南路５８巷２之１號六樓,29.38,住,,,1120429,土地2建物1車位2,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010911,271.37,4,2,2,有,有,68950000,320112,坡道平面,74.72,6000000,,RPUNMLRJOHIGFDA28DA,114.55,0.0,11.94,有,
松山區,房地(土地+建物)+車位,臺北市松山區健康路３２５巷２５弄１６號八樓,19.24,住,,,1120409,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1100323,176.31,3,2,2,有,有,46800000,319578,坡道平面,39.88,3200000,,RPUOMLRKNHIGFDA38DA,83.42,4.47,9.79,有,
松山區,房地(土地+建物),臺北市松山區新東街２０巷２３號三樓,21.58,都市：其他:住宅用地(民生社區特定專用區)。,,,1120420,土地1建物1車位0,三層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790418,68.4,2,1,1,有,無,15550000,227339,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQPMLSJOHIGFDA18DA,51.16,1.05,6.11,有,2183
文山區,房地(土地+建物)+車位,臺北市文山區下崙路２８巷５號四樓,34.58,住,,,1120421,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840821,117.12,1,2,2,有,無,20300000,173327,升降機械,0.0,1600000,陽台外推；,RPRNMLNLNHIGFAA37DA,80.02,4.52,9.12,有,
萬華區,房地(土地+建物),臺北市萬華區西藏路２７９巷２號二樓,25.75,商,,,1120423,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0620707,75.55,2,1,1,有,無,9900000,131039,,0.0,0,陽台外推；其他增建；,RPTNMLRJOHIGFBA97DA,75.55,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區松江路５１２號六樓,14.07,住,,,1120426,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731214,122.17999999999999,3,2,2,有,有,25100000,205435,,0.0,0,陽台外推；,RPTOMLRKOHIGFCA28DA,90.74,0.0,14.06,有,
大安區,房地(土地+建物)+車位,臺北市大安區新生南路三段３６號九樓之２,12.58,住,,,1120426,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770106,199.18,4,2,2,有,有,53880000,270523,坡道平面,0.0,0,,RPPNMLPKOHIGFFA87DA,157.63,0.0,13.73,有,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段９９巷１０弄１１號二樓,26.46,住,,,1120423,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741017,98.78999999999999,3,2,2,有,無,16880000,170867,,0.0,0,其他增建；,RPROMLRKNHIGFCA97DA,81.02,0.0,9.14,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段４５１巷５７號九樓之３,16.08,都市：其他:辦公服務區(一)(不得作住宅使用)。,,,1120429,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971205,101.15,2,1,1,有,有,21250000,210084,坡道機械,16.52,0,,RPPNMLMLNHIGFCA27DA,48.1,4.39,5.02,有,
中山區,房地(土地+建物),臺北市中山區大直街４９號三樓,22.65,住,,,1120409,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701224,80.69,2,1,1,有,無,16500000,204486,,0.0,0,,RPTNMLTKOHIGFCA38DA,70.55,0.0,10.14,無,
信義區,房地(土地+建物),臺北市信義區松山路４８２巷１８號十二樓,12.89,住,,,1120426,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740723,112.64,3,2,2,有,有,29000000,257457,,0.0,0,陽台外推；其他增建；,RPUNMLMKOHIGFDA87DA,84.15,0.0,9.9,有,2184
松山區,房地(土地+建物),臺北市松山區南京東路五段２００號七樓之９,5.27,商,,,1120428,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0730229,56.89,1,1,1,有,有,13680000,240464,,0.0,0,,RPWNMLQJOHIGFDA38DA,43.76,0.0,0.0,有,2185
信義區,房地(土地+建物),臺北市信義區信義路六段９９號四樓,32.5,住,,,1120410,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600823,88.21,4,3,2,有,無,21500000,243737,,0.0,0,頂樓加蓋；,RPROMLTKOHIGFDA38DA,88.21,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區基隆路一段４３２號八樓之５,10.22,商,,,1120404,土地2建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710527,112.72999999999999,0,0,0,無,有,25580000,226914,,0.0,0,,RPPPMLKKNHIGFDA27DA,91.46,0.0,0.0,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路一段１６７巷９號五樓,23.21,商,,,1120404,土地2建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841116,90.72999999999999,4,2,1,有,有,14250000,157059,升降機械,0.0,0,夾層；,RPTNMLTJOHIGFEA48DA,51.74,0.0,7.41,有,2186
士林區,房地(土地+建物),臺北市士林區天母西路６９號六樓,24.42,商,,,1120430,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670313,95.25,3,2,2,有,有,21250000,223097,,0.0,0,陽台外推；其他增建；,RPPOMLNLNHIGFEA67DA,84.66,0.0,10.59,有,
內湖區,房地(土地+建物),臺北市內湖區康樂街１３６巷３０弄１號七樓,18.65,住,,,1120430,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,1090424,100.37,3,2,1,有,有,22800000,227160,,0.0,0,,RPQNMLKLOHIGFCA37EA,65.89,0.0,7.25,有,
中山區,房地(土地+建物),臺北市中山區吉林路１６１巷１１之１號二樓,24.5,住,,,1120419,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580812,79.85,3,2,1,有,無,16800000,210394,,0.0,0,其他增建；,RPOPMLLLMHIGFCA17DA,79.85,0.0,0.0,無,2187
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷７２弄８號,57.44,住,,,1120407,土地1建物1車位3,一層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970904,361.4,3,2,2,有,有,56180000,231778,坡道平面,144.9,6000000,,RPPNMLKLOHIGFCA27EA,127.72,7.63,15.32,有,
內湖區,房地(土地+建物),臺北市內湖區星雲街１６１巷２號四樓之２,16.35,住,,,1120420,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940712,77.66,2,2,1,有,有,20700000,266546,,0.0,0,,RPQOMLMJOHIGFCA37DA,48.1,0.0,7.21,有,
信義區,房地(土地+建物),臺北市信義區基隆路一段１９號二樓之２,8.12,商,,,1120417,土地5建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021107,76.48,2,1,2,有,有,23150000,302694,,0.0,0,,RPPNMLNJNHIGFDA27DA,46.05,0.0,5.22,有,2188
信義區,土地,信義段三小段4地號,7.14,住,,,1120412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6483000,907983,,0.0,0,,RPRNMLKLOHIGFDA47DA,0.0,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區信義路四段１６８號五樓,12.69,商,,,1120413,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700220,128.88,3,2,1,有,有,36200000,280881,,0.0,0,,RPQNMLRKOHIGFFA18DA,110.57,0.0,4.35,有,
信義區,房地(土地+建物),臺北市信義區虎林街１００巷１９３號,43.0,住,,,1120427,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,0510201,129.6,6,3,5,有,無,38000000,293210,,0.0,0,頂樓加蓋；,RPOOMLTKOHIGFDA08DA,129.6,0.0,0.0,無,2189
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段２３６巷９號八樓之２,21.98,住,,,1120426,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,152.87,3,2,1,有,有,41180000,340558,坡道平面,40.76,3000000,,RPQNMLRJOHIGFEA97DA,63.66,2.62,4.49,有,
信義區,房地(土地+建物),臺北市信義區虎林街２３２巷５３號,14.88,住,,,1120427,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640826,46.56,2,1,1,有,無,20490000,440077,,0.0,0,夾層；其他增建；,RPRNMLNKOHIGFDA67DA,42.94,3.62,0.0,無,
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段１８１巷３５弄１７號四樓,32.05,住,,,1120413,土地2建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760806,140.63,3,2,2,有,無,32000000,227547,坡道平面,0.0,0,,RPPNMLQKOHIGFFA97DA,119.04,0.89,9.73,無,
中正區,房地(土地+建物),臺北市中正區和平西路一段５９號十樓之１１,4.43,商,,,1120430,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0970513,40.53,1,1,1,有,有,15580000,384407,,0.0,0,夾層；,RPSNMLPKOHIGFAA77EA,25.11,1.05,0.0,有,
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段２０７之１號十一樓,25.29,商,,,1120421,土地3建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711125,301.38,4,2,3,有,有,101000000,335125,坡道平面,40.68,0,土地價格：89890000元整，建物價格：11110000元整。,RPWNMLOKOHIGFFA48DA,240.32,0.0,13.65,有,
大安區,房地(土地+建物),臺北市大安區敦化南路二段８１巷４５弄３９號四樓,14.62,住,,,1120419,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,45.53,2,1,1,有,無,9000000,197672,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOLNHIGFFA97EA,38.76,0.0,6.78,無,2190
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段２０３巷１６１號六樓,41.84,住,,,1120416,土地4建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030808,159.38,3,2,2,有,有,28100000,182550,塔式車位,15.31,1800000,陽台外推；其他增建；,RPTNMLKMMHIGFAA27DA,85.57,0.0,9.09,有,2191
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段１４９號三樓之２,8.1,商,,,1120430,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031029,115.35000000000001,1,1,1,有,有,32900000,285219,塔式車位,0.0,2300000,,RPPNMLQLOHIGFDA97EA,58.64,0.29,10.47,有,2192
南港區,房地(土地+建物)+車位,臺北市南港區重陽路５７巷７１號六樓,46.06,住,,,1120409,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960503,183.62,2,2,2,有,有,39950000,217569,坡道平面,41.91,0,陽台外推；其他增建；,RPSNMLTJOHIGFDA28DA,88.48,2.82,12.88,有,
